#TIME	REQUESTED	accelerate	bash	conda	pip3	python	sps	tmux: client	tmux: server	zsh
1509	16	0.0638143	0	0	0	1.84056	0.0138092	0	4.75406e-08	0.00106747
1510	16	0.0620739	0	0	0	1.82783	0.0138001	0	4.75406e-08	0.0010663
1511	16	0.0615146	0	0	0	1.8493	0.0138117	0	4.75406e-08	0.00106592
1512	16	0.0604259	0	0	0	1.85479	0.0138075	0	4.75406e-08	0.00106514
1513	16	0.0588631	0	0	0	1.84152	0.0138039	0	4.75406e-08	0.00106399
1514	16	0.05836	0	0	0	1.8609	0.0138101	0	4.75406e-08	0.0010636
1515	16	0.0573792	0	0	0	1.8644	0.0138113	0	4.88255e-08	0.00106283
1516	16	0.0559682	0	0	0	0.925715	0.0138078	0	4.88254e-08	0.00106168
1517	16	0	0	0	0	0	0.013809	0	4.88254e-08	0.00107805
1518	16	0	0	0	0	0	0.0138152	0	4.88254e-08	0.00107766
1519	16	0	0	0	0	0	0.0138061	0	4.88254e-08	0.00107649
1520	16	0	0	0	0	0	0.0138074	0	4.88254e-08	0.00107572
1521	16	0	0	0	0	0	0.0138032	0	4.88254e-08	0.00107494
1522	16	0	0	0	0	0	0.0137996	0	4.88254e-08	0.00107378
1523	16	0	0	0	0	0	0.0138057	0	4.88254e-08	0.00107339
1524	16	0	0	0	0	0	0.013807	0	4.88254e-08	0.00107262
1525	16	0	0	0	0	0	0.0138076	0	4.88254e-08	0.00107224
1526	16	0	0	0	0	0	0.0138089	0	4.88254e-08	0.00107147
1527	16	0	0	0	0	0	0.0138047	0	4.88254e-08	0.0010707
1528	16	0	0	0	0	0	0.0138108	0	4.88254e-08	0.00107031
1529	16	0	0	0	0	0	0.0138121	0	4.88253e-08	0.00106955
1530	16	0	0	0	0	0	0.0138031	0	4.88253e-08	0.0010684
1531	16	0	0	0	0	0	0.0138092	0	4.88253e-08	0.00106801
1532	16	0	0	0	0	0	0.0138104	0	4.88253e-08	0.00106725
1533	16	0	0	0	0	0	0.013811	0	4.88253e-08	0.00106687
1534	16	0	0	0	0	0	0.0138123	0	4.88253e-08	0.00106611
1535	16	0	0	0	0	0	0.0138136	0	4.88253e-08	0.00106534
1536	16	0	0	0	0	0	0.0138196	0	4.88253e-08	0.00106496
1537	16	0	0	0	0	0	0.0138154	0	4.88253e-08	0.0010642
1538	16	0	0	0	0	0	0.0138215	0	4.88253e-08	0.00106383
1539	16	0	0	0	0	0	0.0138173	0	4.88253e-08	0.00106307
1540	16	0	0	0	0	0	0.0138234	0	4.88253e-08	0.00106269
1541	16	0	0	0	0	0	0.0138198	0	4.88253e-08	0.00106155
1542	16	0	0	0	0	0	0.0138211	0	4.88253e-08	0.0010608
1543	16	0	0	0	0	0	0.0138122	0	4.88252e-08	0.00105967
1544	16	0	0	0	0	0	0.0138134	0	4.88252e-08	0.00105892
1545	16	0	0	0	0	0	0.0138194	0	4.88252e-08	0.00105854
1546	16	0	0	0	0	0	0.0138105	0	4.88252e-08	0.00105742
1547	16	0	0	0	0	0	0.0138118	0	4.88252e-08	0.00105667
1548	16	0	0	0	0	0	0.0138029	0	4.88252e-08	0.00105554
1549	16	0	0	0	0	0	0.0138041	0	4.88252e-08	0.0010548
1550	16	0	0	0	0	0	0.0138101	0	4.88252e-08	0.00105443
1551	16	0	0	0	0	0	0.0138013	0	4.88252e-08	0.00105331
1552	16	0	0	0	0	0	0.0138025	0	4.88252e-08	0.00105257
1553	16	0	0	0	0	0	0.0138038	0	4.88252e-08	0.00105182
1554	16	0	0	0	0	0	0.0138044	0	4.88252e-08	0.00105145
1555	16	0	0	0	0	0	0.0138009	0	4.88251e-08	0.00105034
1556	16	0	0	0	0	0	0.0138022	0	4.88251e-08	0.0010496
1557	16	0	0	0	0	0	0.0138081	0	4.88251e-08	0.00104923
1558	16	0	0	0	0	0	0.0137993	0	4.88251e-08	0.00104813
1559	16	0	0	0	0	0	0.0138006	0	4.88251e-08	0.00104739
1560	16	0	0	0	0	0	0.0138018	0	4.88251e-08	0.00104666
1561	16	0	0	0	0	0	0.0137984	0	4.88251e-08	0.00104556
1562	16	0	0	0	0	0	0.013799	0	4.88251e-08	0.00104519
